RICE HARVEST PRICE ,PADDY HARVEST PRICE ,WHEAT HARVEST PRICE ,SORGHUM HARVEST PRICE ,PEARL MILLET HARVEST PRICE ,MAIZE HARVEST PRICE,FINGER MILLET HARVEST PRICE ,BARLEY HARVEST PRICE ,CHICKPEA HARVEST PRICE ,PIGEONPEA HARVEST PRICE ,GROUNDNUT HARVEST PRICE ,SEASMUM HARVEST PRICE ,RAPE AND MUSTARD HARVEST PRICE ,CASTOR HARVEST PRICE ,SUGARCANE GUR HARVEST PRICE ,COTTON KAPAS HARVEST PRICE 
-1,94.2,-1,100.3,74.8,-1,89.2,-1,-1,170,202.6,274.7,-1,-1,182.3,-1
-1,87.1,-1,-1,88.4,-1,-1,-1,-1,243.2,-1,273.8,-1,-1,141.9,-1
-1,83.3,-1,-1,65.7,-1,-1,-1,-1,235.8,-1,243.9,-1,-1,121.7,-1
-1,97.1,-1,-1,82.4,-1,-1,-1,-1,230.5,-1,311.6,-1,-1,234,-1
-1,109.6,-1,-1,77,-1,-1,-1,-1,242.6,-1,372.5,-1,-1,348.9,-1
-1,121.4,-1,-1,87.9,-1,-1,-1,-1,288,-1,468.2,-1,-1,248.8,-1
-1,132.6,-1,-1,97,-1,112.9,-1,-1,279.6,-1,443.8,-1,-1,210.8,-1
-1,144.3,-1,145.6,112.5,-1,119.3,-1,-1,355.7,-1,491.7,-1,-1,315.1,-1
-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,143.4,-1,-1,129.8,-1,-1,-1,-1,317.9,-1,427.2,-1,-1,321.1,-1
-1,157.5,-1,-1,-1,-1,-1,-1,-1,477,-1,-1,-1,-1,350,-1
-1,160,-1,-1,-1,-1,-1,-1,-1,547,-1,-1,-1,-1,332,-1
-1,186,-1,-1,-1,-1,-1,-1,-1,530,-1,-1,-1,-1,390,-1
-1,194.3,-1,-1,-1,-1,-1,-1,-1,506,-1,-1,-1,-1,469,-1
-1,215,-1,-1,-1,-1,-1,-1,-1,737,-1,-1,-1,-1,499,-1
-1,272,-1,-1,230,-1,219,-1,-1,734,867,1050,-1,-1,572,1346
-1,284,-1,-1,-1,-1,-1,-1,-1,768,-1,-1,-1,-1,-1,-1
-1,323,-1,-1,-1,-1,-1,-1,-1,838,728,-1,-1,-1,-1,-1
-1,385,-1,-1,-1,-1,-1,-1,-1,-1,884,-1,-1,-1,-1,-1
-1,388,-1,-1,-1,-1,427,-1,1050,-1,-1,-1,-1,-1,-1,-1
-1,386,-1,499,386,393,379,-1,1203,1325,1147,1452,-1,1022,850,-1
-1,455,-1,501,413,405,422,-1,1503,1587,1176,1338,-1,1081,1111,1846
-1,478,-1,498,414,456,427,-1,-1,1517,1203,1720,-1,1275,981,1901
-1,538,-1,607,554,439,441,-1,1458,1468,1335,1632,-1,1265,964,1815
-1,516,-1,462,321,386,440,-1,2243,1209,1305,1345,-1,963,920,1888
-1,542,-1,481,501,499,474,-1,1479,1336,1192,1391,-1,925,1041,1479
-1,557,-1,551,472,513,508,-1,1510,1366,1755,1725,-1,1386,989,1696
-1,570,-1,522,471,523,477,-1,1429,1551,1568,1893,-1,-1,989,2300
-1,613,-1,531,518,505,520,-1,1583,1589,1499,2093,-1,-1,1462,1597
-1,583,-1,565,740,517,518,-1,1919,1454,1478,1757,-1,1557,1493,1741
-1,649,-1,717,721,603,527,-1,2012,1979,1851,1658,-1,983,1387,1726
-1,837,-1,793,728,704,646,-1,2083,2081,2144,2702,-1,1825,1438,1842
-1,928,-1,860,779,847,914,-1,2277,3103,2332,2989,-1,2617,2564,2388
-1,1091,-1,1039,985,883,992,-1,2477,3659,2761,3554,-1,2371,3740,2707
-1,1055,-1,1253,1207,1133,990,-1,2971,3013,3028,3678,-1,-1,3415,2826
-1,1123,-1,1180,1061,1071,943,-1,3330,2772,3366,4486,-1,-1,3579,3409
-1,1277,-1,1887,1757,1232,1308,-1,3551,4448,2810,7369,-1,-1,3572,3019
-1,1324,-1,-1,-1,1246,-1,-1,-1,-1,-1,7450,-1,-1,3504,3418
-1,1322,-1,-1,-1,1230,-1,-1,-1,-1,-1,-1,-1,-1,3082,3493
-1,1376,-1,-1,-1,1317,-1,-1,-1,-1,-1,5906,-1,-1,3183,3787
-1,1487,-1,2806,-1,1433,-1,-1,-1,5016,-1,5700,-1,-1,4192,4347
-1,46.9,-1,65.9,61.4,-1,-1,-1,-1,88.4,70.3,-1,-1,-1,-1,-1
-1,53.3,-1,66.2,66.3,-1,-1,-1,-1,115.3,86.9,114.8,-1,-1,-1,-1
-1,56.8,-1,67.5,40.9,-1,-1,-1,-1,77.5,59.8,-1,-1,-1,101,-1
-1,58.2,-1,58.5,57.1,-1,-1,-1,-1,90.4,111.9,181,-1,-1,-1,-1
-1,55.4,-1,66.6,65.8,-1,-1,-1,-1,-1,109.2,180.6,-1,-1,112.8,-1
-1,65.1,-1,78.2,-1,-1,-1,-1,-1,96.8,121.2,184.8,-1,-1,117.4,-1
-1,75.2,-1,-1,-1,-1,-1,-1,-1,-1,179.7,277.8,-1,-1,141.2,-1
-1,81.3,-1,-1,-1,-1,-1,-1,-1,-1,218,340.1,-1,-1,157,-1
-1,101.5,-1,-1,-1,-1,-1,-1,-1,-1,219.4,330.9,-1,-1,156,-1
-1,84.4,-1,-1,-1,-1,-1,-1,-1,-1,186.5,311.2,-1,-1,182.5,-1
-1,92.7,-1,-1,-1,-1,-1,-1,-1,-1,232,363,-1,-1,194,-1
-1,88.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,273.9,-1,-1,161,-1
-1,85.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,276.9,-1,-1,147.4,-1
-1,99.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,438,-1,-1,245,-1
-1,112.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,395.2,-1,-1,329.4,-1
-1,124.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,503.1,-1,-1,229.5,-1
-1,137.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,481.2,-1,-1,254.5,-1
-1,147.4,-1,145.6,-1,-1,-1,-1,-1,-1,-1,525.2,-1,-1,326.7,-1
-1,138.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,629.1,-1,-1,334.6,-1
-1,149.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,506.8,-1,-1,374.2,-1
-1,157.5,-1,-1,-1,-1,-1,-1,-1,-1,721.5,-1,-1,-1,402.9,-1
-1,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,824.3,-1,-1,415.6,-1
-1,193.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,628.5,-1,-1,417.8,-1
-1,194.3,-1,-1,-1,-1,-1,-1,-1,506,-1,-1,-1,-1,469,-1
-1,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,909,-1,-1,540,-1
-1,246,-1,-1,-1,-1,-1,-1,-1,734,867,1050,-1,-1,560,1346
-1,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,1052,-1,-1,672,-1
-1,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,1031,-1,-1,809,-1
-1,370,-1,-1,-1,-1,-1,-1,-1,-1,-1,1385,-1,-1,828,-1
-1,385,-1,-1,-1,-1,470,-1,1220,1875,-1,-1,-1,-1,846,-1
-1,393,-1,499,386,393,379,-1,1203,1325,1147,1299,-1,1022,960,-1
-1,421,-1,501,395,405,415,-1,1503,1587,1176,1330,-1,1072,1111,1846
-1,467,-1,498,414,456,-1,-1,1164,1517,1203,1720,-1,-1,954,1901
-1,533,-1,607,-1,439,456,-1,1458,1468,1335,1632,-1,-1,964,1815
-1,496,-1,462,-1,386,-1,-1,2243,1246,1209,1345,-1,963,920,1888
-1,523,-1,481,-1,499,-1,-1,1479,1336,1294,1506,-1,-1,1170,1678
-1,552,-1,551,-1,513,-1,-1,1510,1408,1755,1725,-1,-1,935,1696
-1,560,-1,557,471,525,512,-1,-1,1553,1574,1880,-1,-1,1178,2300
-1,584,-1,531,518,505,504,-1,1564,1470,1499,2210,-1,-1,1497,1597
-1,589,-1,565,529,532,524,-1,1785,1454,1478,1698,-1,-1,1626,2069
-1,627,-1,717,602,595,555,-1,2209,1979,1851,1658,-1,983,1484,1928
-1,774,-1,809,742,640,734,-1,2081,2081,2144,3099,-1,1825,1729,1976
-1,909,-1,837,950,792,838,-1,2164,3103,1997,3525,-1,2617,1995,2580
-1,1010,-1,1039,908,871,1041,-1,2477,3659,2761,3706,-1,2371,3697,2879
-1,905,-1,1253,-1,1130,-1,-1,-1,3143,3034,3887,-1,-1,3290,4884
-1,1052,-1,1167,-1,1158,-1,-1,-1,2772,3350,4486,-1,-1,2883,3608
-1,1238,-1,1887,-1,1181,-1,-1,-1,4448,2852,7487,-1,-1,3246,3254
-1,1261,-1,-1,-1,1340,-1,-1,-1,-1,3678,7773,-1,-1,-1,4091
-1,1364,-1,-1,-1,1238,-1,-1,-1,-1,3763,-1,-1,-1,2913,3752
-1,1412,-1,-1,-1,1261,-1,-1,-1,-1,4209,-1,-1,-1,2872,4010
-1,1420,-1,-1,-1,1368.5,-1,-1,-1,-1,5093,-1,-1,-1,3476,4407
-1,43.2,-1,63,71.9,-1,-1,-1,-1,72.5,126.7,-1,-1,-1,-1,-1
-1,54.9,-1,60.1,79.4,-1,-1,-1,-1,-1,96.7,-1,-1,-1,-1,-1
-1,54.6,-1,57.9,65.4,-1,-1,-1,-1,-1,85.2,-1,-1,-1,-1,-1
-1,50.9,-1,57.5,51.5,-1,-1,-1,-1,99.6,121.7,-1,-1,-1,-1,-1
-1,55.4,-1,70.4,53.4,44.3,-1,-1,-1,99.2,120.6,-1,-1,-1,-1,-1
-1,53.8,-1,72.8,71.4,50.5,-1,-1,-1,62.9,118.6,-1,-1,-1,-1,-1
-1,71.9,-1,75.8,84.4,72.1,-1,-1,-1,180.7,189.9,-1,-1,-1,-1,-1
-1,88.4,-1,114.5,71.6,81.8,-1,-1,-1,146.8,212.1,-1,-1,-1,-1,-1
-1,106.3,-1,162.9,149.3,-1,-1,-1,-1,170.3,202.9,285.1,-1,-1,-1,-1
-1,88.2,-1,93.3,73.4,-1,68.8,-1,-1,98.4,149.4,258.8,-1,-1,-1,-1
-1,87.1,-1,91.8,83.1,-1,78,-1,-1,-1,226,339,-1,-1,-1,-1
-1,85.4,-1,88.7,-1,-1,-1,-1,-1,-1,212.2,230.9,-1,-1,-1,-1
-1,81.2,-1,-1,-1,-1,-1,-1,-1,-1,184.5,310.8,-1,-1,-1,-1
-1,90,-1,84.9,-1,-1,-1,-1,-1,-1,-1,297.9,-1,-1,-1,-1
-1,116,-1,104.1,-1,-1,-1,-1,-1,-1,371.1,391.5,-1,-1,-1,-1
-1,124.5,-1,123.2,-1,-1,-1,-1,-1,-1,304.4,503.8,-1,-1,-1,-1
-1,133.3,-1,-1,117.1,-1,-1,-1,-1,-1,351.5,527.9,-1,-1,-1,-1
-1,145.7,-1,145.6,-1,-1,-1,-1,-1,390,396.8,551.8,-1,-1,326.7,-1
-1,126.9,-1,116.2,-1,-1,-1,-1,-1,-1,433.1,688.3,-1,-1,-1,-1
-1,144.8,-1,144.3,-1,-1,-1,-1,-1,-1,422.6,680,-1,-1,-1,-1
-1,149.5,-1,125.4,-1,-1,-1,-1,-1,-1,721.5,-1,-1,-1,-1,-1
-1,161.6,-1,149.8,-1,-1,-1,-1,-1,698.1,579.4,891.5,-1,-1,-1,-1
-1,195.6,-1,231.2,-1,-1,-1,-1,-1,470.1,502.2,685,-1,-1,-1,-1
-1,197.9,-1,233.2,-1,-1,-1,-1,-1,604.6,647.6,-1,-1,-1,-1,702.3
-1,222,-1,-1,-1,-1,-1,-1,-1,825,942,-1,-1,-1,-1,833
-1,290,-1,-1,-1,-1,-1,-1,-1,794,956,1382,-1,-1,540,1346
-1,289,-1,-1,-1,-1,-1,-1,-1,912,872,-1,-1,-1,-1,956
-1,333,-1,-1,-1,-1,-1,-1,-1,943,970,-1,-1,-1,-1,1217
-1,381,-1,-1,-1,-1,-1,-1,-1,1232,1091,-1,-1,-1,-1,2114
-1,419,-1,-1,-1,-1,-1,-1,1235,1660,1152,-1,-1,-1,-1,1721
-1,396,-1,499,386,393,379,-1,1203,1324,1189,1452,-1,1022,850,1647
-1,435,-1,501,375,405,415,-1,1503,1587,1176,1338,-1,1081,1043,1846
-1,485,-1,522,414,456,413,-1,1164,1517,1375,1720,-1,1275,981,1901
-1,513,-1,607,-1,439,476,-1,1458,1468,1327,1632,-1,1265,964,1815
-1,504,-1,462,321,386,-1,-1,2243,1246,1305,1345,-1,963,1010,1888
-1,513,-1,481,-1,499,380,-1,1479,1336,1335,1496,-1,-1,1170,1678
-1,594,-1,551,-1,513,-1,-1,1510,1574,1803,1725,-1,1386,962,1696
-1,554,-1,569,471,517,-1,-1,1437,1555,1571,1914,-1,1431,1083,2210
-1,589,-1,531,524,492,504,-1,1583,1470,1453,2093,-1,-1,1497,1773
-1,577,-1,580,691,517,524,-1,2100,1454,1661,1815,-1,-1,1330,1807
-1,652,-1,703,602,576,555,-1,2012,1921,2038,1658,-1,983,1050,1926
-1,788,-1,826,742,648,734,-1,2083,1848,2144,3495,-1,1825,1584,1954
-1,925,-1,837,950,801,838,-1,2277,3183,2198,3500,-1,2617,1425,2665
-1,1108,-1,1039,908,822,1041,-1,2477,3612,2761,3706,-1,2371,2790,2824
-1,1036,-1,1463,-1,1122,-1,-1,2971,3025,3257,3887,-1,-1,3352,4503
-1,1110,-1,1162,-1,1045,-1,-1,3330,2772,3791,4486,-1,-1,3231,3570
-1,1443,-1,1167,-1,1210,-1,-1,3277,4993,4023,7323,-1,-1,3246,3116
-1,1410,-1,-1,-1,1242,-1,-1,-1,3750,3486,-1,-1,-1,-1,3907
-1,1379,-1,-1,-1,1233,-1,-1,-1,5394,4220,-1,-1,-1,-1,3831
-1,1601,-1,-1,-1,1369,-1,-1,4198,8197,5094,-1,-1,-1,-1,3904
-1,1733,-1,-1,-1,1430,-1,-1,6161,-1,5449.5,-1,-1,-1,-1,4528
-1,50.1,-1,64.5,62.8,-1,-1,-1,-1,109,145.5,-1,-1,-1,-1,-1
-1,62.2,-1,60,62.6,-1,-1,-1,-1,136.3,110.4,-1,-1,-1,-1,-1
-1,55.5,-1,59,59.4,-1,-1,-1,-1,82,111.5,-1,-1,-1,-1,-1
-1,56.3,-1,51.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,55,-1,64.3,55,-1,55,-1,93.7,112.4,134,-1,-1,99.2,-1,-1
-1,65.5,-1,88.3,78.7,-1,68.8,-1,95.2,117.5,121.7,-1,-1,99.4,104.9,-1
-1,66.4,-1,96.1,98.5,-1,89.8,-1,136.9,166.9,180.1,-1,-1,157.5,169.1,261.9
-1,89.5,-1,98.2,91.8,-1,-1,-1,185,160.1,254.5,-1,-1,164.6,137.9,476.3
-1,107.5,-1,154,111.3,-1,-1,-1,181.7,170.3,244.6,267.8,-1,155.3,142,321
-1,90.9,-1,109.3,111.4,-1,-1,-1,-1,122,149.8,276.1,-1,157,137,-1
-1,94.5,-1,114.5,106,-1,-1,-1,-1,224,249.5,311,-1,135,117,507
-1,86,-1,117,111,-1,-1,-1,208,269,253.5,323,-1,141,85,438
-1,80.1,-1,109.5,105,-1,-1,-1,216,235.8,222.5,332,-1,-1,78,452.3
-1,92.3,-1,106.3,100.5,-1,-1,-1,242.7,270.4,-1,305.4,-1,300,-1,482.9
-1,113,-1,110.5,103,-1,-1,-1,390,306,301,368,-1,361,-1,540
-1,123,-1,134.5,121,-1,-1,-1,297,328,391,375,-1,260,154,515
-1,134,-1,135,141,-1,-1,-1,290,341,388.5,494,-1,260,148,489
-1,155.9,-1,155.5,150,-1,-1,-1,381,390,431,519,-1,374,163,611
-1,139,-1,159.5,152,-1,-1,-1,380,363,436.5,570,-1,329,-1,562
-1,163,-1,158.5,163,-1,-1,-1,469,347,434.5,549,-1,350,245,472
-1,162,-1,169,166,-1,-1,-1,369,512,548.5,750,-1,421,228,686.5
-1,187,-1,182,175,-1,-1,-1,667,724,664,916,-1,682,-1,894
-1,203,-1,228,200,-1,-1,-1,606,594,571,729,-1,618,-1,898
-1,195,-1,239,199,-1,-1,-1,649,673,727.5,923,-1,555,333,827
-1,216,-1,260,258,-1,-1,-1,-1,879,905,1042,-1,511,-1,931
-1,310,-1,-1,-1,-1,-1,-1,780,931,887,1184,-1,569,343,1505
-1,304,-1,289,-1,-1,-1,-1,-1,957,-1,1117,-1,611,-1,-1
-1,347,-1,287,279,-1,-1,-1,-1,930,933,1165,-1,843,460,1629
-1,396,-1,501,-1,-1,-1,-1,-1,1256,1040,1379,-1,862,460,-1
-1,479,-1,-1,445,-1,430,-1,1025,2048,1246,1583,-1,1181,-1,-1
-1,453,-1,536,386,393,379,-1,1203,1405,1183,1585,-1,857,850,-1
-1,464,-1,514,375,403,370,-1,1503,1805,1191,1369,-1,999,1043,2017
-1,518,-1,498,414,456,445,-1,1164,1517,1231,1790,-1,1182,981,1896
-1,519,-1,607,512,439,476,-1,1458,1520,1168,1770,-1,1265,772,1831
-1,493,-1,462,321,386,390,-1,2243,1232,1221,1345,-1,963,1010,2039
-1,564,-1,481,405,499,380,-1,1479,1490,1251,1506,-1,925,811,1554
-1,627,-1,572,486,513,544,-1,1510,1562,1671,1725,-1,1386,962,1696
-1,546,-1,621,472,523,-1,-1,1430,1578,1485,1852,-1,1540,862,2407
-1,629,-1,572,540,498,560,-1,1583,1486,1518,2101,-1,1328,1336,1938
-1,688,-1,562,474,517,505,-1,2100,1645,1738,1815,-1,1557,1330,1874
-1,676,-1,738,885,595,555,-1,2012,1896,1798,2083,-1,1648,1050,1925
-1,768,-1,779,-1,661,734,-1,2083,2239,2602,1886,-1,1830,1083,1949
-1,1055,-1,837,950,805,838,-1,2277,2990,2719,2794,-1,2308,1425,2694
-1,1279,-1,894,820,878,1041,-1,2477,3723,2619,3050,-1,2220,1546,2960
-1,1101,-1,1543,913,1144,-1,-1,2971,3512,3628,3881,-1,1920,2010,4720
-1,1038,-1,1087,-1,1108,1217,-1,3337,3303,4657,3930,-1,1835,2020,3547
-1,1743,-1,1171,1204,1199,1970,-1,3277,3864,4587,6626,-1,1749,3246,3302
-1,1654,-1,1242,-1,1193,-1,-1,3065,3840,3904,8080,-1,1830,-1,4199
-1,1572,-1,1107,1123,1183,-1,-1,3778,5886,4902,7348,-1,-1,-1,3619
-1,1812,-1,1325,1317,1367,-1,-1,4762,8723,5342,5592,-1,2752,-1,4049
-1,1788,-1,1501,1405,1474,-1,-1,5309,4503,6244,5765,-1,-1,-1,4717
-1,49.9,-1,67.1,56.2,-1,-1,-1,-1,98.7,119.7,140.8,-1,111.4,-1,-1
-1,55.1,-1,60.6,-1,-1,-1,-1,-1,100.2,88.1,-1,-1,81.4,-1,-1
-1,59.8,-1,64.9,64.6,-1,-1,-1,-1,99.5,129.4,-1,-1,-1,-1,-1
-1,65.1,-1,63.2,66.3,-1,-1,-1,-1,86.8,148,171,-1,96.4,-1,-1
-1,69.3,-1,63.6,53.7,-1,-1,-1,-1,-1,122.4,198,-1,-1,-1,-1
-1,73.2,-1,73.6,71.2,-1,66.7,-1,-1,-1,127.7,169.4,-1,-1,-1,-1
-1,71.2,-1,78,85.3,-1,78.8,-1,-1,-1,171.5,238.6,-1,-1,-1,-1
-1,92.5,-1,90.8,87.8,-1,78.4,-1,-1,-1,244.9,323.5,-1,-1,-1,-1
-1,126.6,-1,140.6,155.2,130.2,130.2,-1,-1,-1,237.5,320.7,-1,265.6,-1,-1
-1,87.7,-1,91.7,111.2,-1,102.7,-1,-1,-1,138.3,294.5,-1,131.8,-1,-1
-1,100.1,-1,95.4,96.6,-1,103.8,-1,-1,-1,176.8,328.3,-1,235,-1,-1
-1,97.8,-1,91.2,99.7,-1,87.8,-1,-1,-1,205.2,361.3,-1,-1,-1,-1
-1,89.7,-1,84.8,79.6,-1,77.6,-1,-1,-1,187.8,276.9,-1,-1,-1,-1
-1,-1,-1,85.3,91.3,-1,82.8,-1,-1,-1,-1,422.6,-1,-1,-1,-1
-1,124.5,-1,127,116,-1,116,-1,-1,-1,302,446,-1,-1,-1,-1
-1,140,-1,112,114,-1,117.5,-1,-1,-1,361.5,467,-1,-1,-1,-1
-1,151,-1,124,117,-1,128.5,-1,-1,-1,397,431,-1,-1,-1,-1
-1,158.5,-1,127,177,-1,155,-1,-1,-1,408,697,-1,-1,-1,-1
-1,147.5,-1,128,139,-1,150,-1,-1,-1,423.5,701,-1,-1,-1,-1
-1,151,-1,129,160,-1,157.5,-1,-1,-1,423,692,-1,-1,-1,-1
-1,164.5,-1,133,159,-1,151,-1,-1,-1,533.5,843,-1,-1,-1,-1
-1,195.5,-1,162.5,182,-1,161.6,-1,-1,-1,589.5,920,-1,-1,-1,-1
-1,208.6,-1,165,189.5,-1,169.1,-1,-1,-1,514.3,646.7,-1,-1,-1,-1
-1,203.3,-1,220,192,-1,217.2,-1,-1,-1,681.1,896.5,-1,-1,-1,-1
-1,224,-1,220,198,-1,229,-1,-1,-1,818,1004,-1,-1,-1,-1
-1,296,-1,-1,280,-1,313,-1,-1,928,932,1004,-1,-1,540,1418
-1,299,-1,288,278,-1,284,-1,-1,1081,775,1036,-1,-1,-1,-1
-1,312,-1,255,252,-1,268,-1,-1,923,926,1108,-1,-1,-1,-1
-1,366,-1,349,322,-1,307,-1,-1,1417,1123,1143,-1,-1,-1,-1
-1,392,-1,-1,350,-1,-1,-1,1275,1642,1102,1344,-1,-1,-1,-1
-1,401,-1,499,380,393,379,-1,1203,1325,1142,1385,-1,1022,850,-1
-1,412,-1,451,384,403,397,-1,1503,1769,1143,1369,-1,1052,1043,1992
-1,-1,429,495,498,422,456,-1,-1,1164,-1,1629,-1,1275,1517,1901
-1,531,451,462,432,439,451,-1,1458,1585,1263,1606,-1,-1,772,1864
-1,481,440,384,365,372,440,-1,2243,1082,1246,1492,-1,1012,1082,1903
-1,519,-1,470,447,464,407,-1,1479,1469,1332,1390,-1,944,811,1799
-1,578,-1,530,479,513,517,-1,1431,1522,1384,1738,-1,1440,962,1883
-1,633,-1,575,497,504,497,-1,1429,1567,1523,1978,-1,-1,862,2293
-1,581,-1,572,506,501,520,-1,1583,1481,1508,2085,-1,1978,1336,1895
-1,601,-1,565,577,495,509,-1,1738,1664,1592,1800,-1,-1,1380,1754
-1,584,-1,701,694,599,629,-1,1693,2120,1808,2041,-1,983,1050,1801
-1,668,-1,1031,675,661,708,-1,1965,2198,2115,2213,-1,1825,1083,2060
-1,861,-1,838,630,810,993,-1,3027,3135,2418,3029,-1,2617,2437,2571
-1,997,-1,1114,806,916,1012,-1,2889,3659,2581,3706,-1,2371,2790,2449
-1,907,-1,-1,842,1130,-1,-1,3313,4273,3120,2685,-1,-1,2050,3172
-1,1021,-1,1162,933,1099,1217,-1,4160,2611,4480,4227,-1,1833,1813,2756
-1,1375,-1,1302,1151,1322,1970,-1,3493,3591,4670,6785,-1,3070,3246,3652
-1,1444,-1,-1,-1,-1,-1,-1,3003,4070,3423,7308,-1,-1,-1,3919
-1,1526,-1,1380,-1,1154,-1,-1,4003,-1,4967,7158,-1,-1,-1,4244
-1,1577,-1,1316,-1,1375,-1,-1,4514,-1,5674,5838,-1,-1,-1,3449
-1,1446,-1,1497,-1,1457,-1,-1,5852,-1,4586.5,6038,-1,-1,-1,4408
-1,46.3,-1,67.8,65.2,-1,-1,-1,-1,78.1,152.8,-1,-1,100.1,-1,184.6
-1,52.8,-1,63.7,65,-1,-1,-1,-1,-1,93.6,-1,-1,-1,-1,139.8
-1,58.5,-1,69.7,68.2,-1,-1,-1,-1,87.1,125.7,-1,-1,-1,-1,164.2
-1,53.5,-1,64.6,61.1,-1,-1,-1,-1,110.8,141.6,-1,-1,107,-1,223.2
-1,58,-1,63.9,59.7,-1,-1,-1,108.2,92.9,140.2,-1,-1,-1,-1,245.6
-1,68.8,-1,84.4,75.3,-1,-1,-1,119.6,116.2,121.9,-1,-1,-1,-1,196.6
-1,83.1,-1,89.5,87.4,-1,-1,-1,154.8,125,219.2,-1,-1,-1,-1,229.9
-1,98,-1,119.4,89.4,-1,-1,-1,238.3,161.4,245.4,-1,-1,-1,-1,316.2
-1,127,-1,154,157,-1,-1,-1,195,151,233,-1,-1,-1,-1,293
-1,84,-1,103.5,96,-1,-1,-1,139,105,139,-1,-1,-1,-1,255
-1,100,-1,112,109,-1,-1,-1,146,188,253,-1,-1,-1,-1,478.5
-1,84.5,-1,99,101,-1,-1,-1,285,245,227,-1,-1,-1,-1,321
-1,82.6,-1,79.2,88,-1,-1,-1,-1,249,201.2,-1,-1,-1,-1,280
-1,96.5,-1,97,95,-1,-1,-1,244,258,-1,-1,-1,-1,-1,308
-1,125,-1,134.5,128,-1,-1,-1,383,290,365,-1,-1,-1,-1,409
-1,127.8,-1,143.5,122,-1,-1,-1,310,306,363.3,-1,-1,-1,-1,-1
-1,132.6,-1,124.2,107.5,-1,-1,-1,265,302,400,-1,-1,-1,-1,397
-1,146.9,-1,157.4,137,-1,-1,-1,328.8,373,415.3,-1,-1,-1,393.4,460.4
-1,143.5,-1,152.5,148,-1,-1,-1,460,381,430.5,-1,-1,-1,-1,517.5
-1,153,-1,150.5,156,-1,-1,-1,475,339,447,-1,-1,-1,-1,384.5
-1,161.5,-1,142,162,-1,-1,-1,381,443,600,-1,-1,-1,-1,515.5
-1,161.5,-1,157,170,-1,-1,-1,454,676,669.5,-1,-1,-1,-1,838.5
-1,222,-1,259,223,-1,-1,-1,709,556,564,-1,-1,-1,-1,683.5
-1,221.5,-1,195,203,-1,-1,-1,637,623,704.5,-1,-1,-1,-1,644
-1,240,-1,220,204,-1,-1,-1,-1,874,927,-1,-1,-1,-1,826
-1,335,-1,383,330,-1,-1,-1,680,929,979,-1,-1,-1,420,1312
-1,325,-1,296,331,-1,-1,-1,825,964,788,-1,-1,-1,655,931
-1,411,-1,284,290,-1,-1,-1,1079,921,963,-1,-1,-1,-1,1384
-1,457,-1,517,418,-1,-1,-1,988,1199,1143,-1,-1,-1,-1,2103
-1,479,-1,-1,438,-1,-1,-1,1018,1386,1150,-1,-1,-1,-1,1798
-1,471,-1,514,417,393,379,-1,1200,1301,1178,1452,-1,1022,850,1610
-1,495,-1,503,433,405,457,-1,1759,1572,1285,1338,-1,1081,1050,1970
-1,-1,448,513,765,406,443,-1,-1,1210,3977,1881,-1,1310,1440,1815
-1,628,506,684,510,455,506,-1,1318,1352,1232,1575,-1,1190,910,1875
-1,502,489,458,378,372,489,-1,1467,1280,1117,1249,-1,1093,1281,1922
-1,675,-1,570,474,472,499,-1,1459,1366,1309,1581,-1,919,811,1787
-1,803,-1,635,467,513,490,-1,1499,1458,1717,1878,-1,1142,875,1831
-1,756,-1,589,446,503,595,-1,1478,1563,1677,1936,-1,1264,958,2463
-1,677,-1,674,552,495,573,-1,1613,1463,1642,1893,-1,1379,1648,1634
-1,661,-1,627,560,511,579,-1,1663,1488,1576,1794,-1,1079,1551,1699
-1,690,-1,809,731,629,755,-1,2263,2044,1966,2248,-1,1595,1083,2040
-1,804,-1,996,1044,652,734,-1,1958,2105,1974,3495,-1,1757,1516,2114
-1,1165,-1,921,1258,803,838,-1,2098,2937,2224,3655,-1,2463,2437,2493
-1,1175,-1,948,882,842,1041,-1,2047,3825,2524,3685,-1,2371,1618,2923
-1,981,-1,1864,916,956,-1,-1,2349,3710,2981,4207,-1,3165,1947,4286
-1,1143,-1,1555,1097,1032,-1,-1,3511,3278,3546,3973,-1,3427,2133,3847
-1,2032,-1,1449,1352,1264,-1,-1,3572,2758,4304,6273,-1,2725,3246,4042
-1,1595,-1,1511,1353,1248,-1,-1,2927,3826,3420,-1,-1,3056,2228,6858
